Date (UTC),Time (UTC),Latitude,Longitude,Heading,Speed (kn),Port
2021-08-17,22:00,51.81448,4.65957,336.2,0.1,"Dordrecht, Netherlands"
2021-08-17,22:03,51.81447,4.65957,336.2,0.1,"Dordrecht, Netherlands"
2021-08-17,22:09,51.81448,4.65957,336.2,0.0,"Dordrecht, Netherlands"
2021-08-17,22:15,51.81448,4.65956,336.2,0.0,"Dordrecht, Netherlands"
2021-08-17,22:18,51.81448,4.65958,336.2,0.0,"Dordrecht, Netherlands"
2021-08-17,22:24,51.81449,4.65958,115.0,0.0,"Dordrecht, Netherlands"
2021-08-17,22:30,51.81449,4.65958,115.0,0.0,"Dordrecht, Netherlands"
2021-08-17,22:33,51.81448,4.65957,171.4,0.0,"Dordrecht, Netherlands"
2021-08-17,22:39,51.81448,4.65958,235.6,0.0,"Dordrecht, Netherlands"
2021-08-17,22:45,51.81448,4.65958,216.3,0.1,"Dordrecht, Netherlands"
2021-08-17,22:48,51.81449,4.65958,207.9,0.0,"Dordrecht, Netherlands"
2021-08-17,22:54,51.81448,4.65957,207.9,0.0,"Dordrecht, Netherlands"
2021-08-17,23:00,51.81448,4.65959,207.9,0.0,"Dordrecht, Netherlands"
2021-08-17,23:03,51.81448,4.65958,207.9,0.0,"Dordrecht, Netherlands"
2021-08-17,23:09,51.81448,4.65957,283.7,0.0,"Dordrecht, Netherlands"
2021-08-17,23:15,51.81448,4.65958,345.3,0.0,"Dordrecht, Netherlands"
2021-08-17,23:18,51.81448,4.65959,63.9,0.0,"Dordrecht, Netherlands"
2021-08-17,23:24,51.81449,4.65958,341.5,0.0,"Dordrecht, Netherlands"
2021-08-17,23:30,51.81447,4.65959,54.0,0.0,"Dordrecht, Netherlands"
2021-08-17,23:36,51.81448,4.65957,8.1,0.0,"Dordrecht, Netherlands"
2021-08-17,23:39,51.81448,4.65957,8.1,0.0,"Dordrecht, Netherlands"
2021-08-17,23:45,51.81448,4.65959,50.4,0.0,"Dordrecht, Netherlands"
2021-08-17,23:51,51.81448,4.65959,50.4,0.0,"Dordrecht, Netherlands"
2021-08-17,23:54,51.81448,4.65958,50.4,0.0,"Dordrecht, Netherlands"
2021-08-18,00:00,51.81448,4.65957,50.4,0.0,"Dordrecht, Netherlands"
2021-08-18,00:03,51.81448,4.65959,50.4,0.0,"Dordrecht, Netherlands"
2021-08-18,00:09,51.8145,4.65958,50.4,0.0,"Dordrecht, Netherlands"
2021-08-18,00:15,51.81449,4.65958,50.4,0.0,"Dordrecht, Netherlands"
2021-08-18,00:21,51.81448,4.65958,50.4,0.0,"Dordrecht, Netherlands"
2021-08-18,00:24,51.81448,4.65959,50.4,0.0,"Dordrecht, Netherlands"
2021-08-18,00:30,51.81448,4.65957,50.4,0.0,"Dordrecht, Netherlands"
2021-08-18,00:36,51.81449,4.65957,5.2,0.0,"Dordrecht, Netherlands"
2021-08-18,00:39,51.81449,4.65957,5.2,0.0,"Dordrecht, Netherlands"
2021-08-18,00:45,51.81448,4.65958,139.0,0.0,"Dordrecht, Netherlands"
2021-08-18,00:51,51.81448,4.65959,78.8,0.0,"Dordrecht, Netherlands"
2021-08-18,00:54,51.81446,4.65958,78.8,0.0,"Dordrecht, Netherlands"
2021-08-18,01:00,51.81448,4.65957,90.9,0.0,"Dordrecht, Netherlands"
2021-08-18,01:06,51.81445,4.65954,33.1,0.1,"Dordrecht, Netherlands"
2021-08-18,01:09,51.81449,4.65956,33.1,0.0,"Dordrecht, Netherlands"
2021-08-18,01:15,51.8145,4.65954,33.1,0.0,"Dordrecht, Netherlands"
2021-08-18,01:21,51.81446,4.65958,109.3,0.0,"Dordrecht, Netherlands"
2021-08-18,01:24,51.81449,4.65957,109.3,0.0,"Dordrecht, Netherlands"
2021-08-18,01:30,51.81448,4.65956,109.3,0.0,"Dordrecht, Netherlands"
2021-08-18,01:36,51.81448,4.65959,122.5,0.0,"Dordrecht, Netherlands"
2021-08-18,01:36,51.81448,4.65959,122.5,0.0,"Dordrecht, Netherlands"
2021-08-18,01:45,51.81449,4.65957,122.5,0.0,"Dordrecht, Netherlands"
2021-08-18,01:51,51.81448,4.65959,122.5,0.0,"Dordrecht, Netherlands"
2021-08-18,01:54,51.81449,4.65958,122.5,0.0,"Dordrecht, Netherlands"
2021-08-18,02:00,51.81447,4.65958,122.5,0.1,"Dordrecht, Netherlands"
2021-08-18,02:06,51.8145,4.65958,129.4,0.0,"Dordrecht, Netherlands"
2021-08-18,02:09,51.81449,4.65959,175.4,0.0,"Dordrecht, Netherlands"
2021-08-18,02:15,51.81448,4.65958,241.9,0.0,"Dordrecht, Netherlands"
2021-08-18,02:21,51.81449,4.65958,241.9,0.0,"Dordrecht, Netherlands"
2021-08-18,02:24,51.81446,4.65957,241.9,0.0,"Dordrecht, Netherlands"
2021-08-18,02:30,51.81448,4.65958,241.9,0.0,"Dordrecht, Netherlands"
2021-08-18,02:36,51.81448,4.65957,302.1,0.0,"Dordrecht, Netherlands"
2021-08-18,02:39,51.81447,4.65959,302.1,0.0,"Dordrecht, Netherlands"
2021-08-18,02:45,51.81447,4.65959,246.7,0.0,"Dordrecht, Netherlands"
2021-08-18,02:51,51.81448,4.65958,246.7,0.0,"Dordrecht, Netherlands"
2021-08-18,02:54,51.81448,4.65957,299.7,0.0,"Dordrecht, Netherlands"
2021-08-18,03:00,51.81449,4.65954,270.4,0.0,"Dordrecht, Netherlands"
2021-08-18,03:06,51.81448,4.65958,270.4,0.0,"Dordrecht, Netherlands"
2021-08-18,03:09,51.81447,4.65958,270.4,0.0,"Dordrecht, Netherlands"
2021-08-18,03:15,51.81448,4.65957,270.4,0.0,"Dordrecht, Netherlands"
2021-08-18,03:21,51.81449,4.65959,270.4,0.0,"Dordrecht, Netherlands"
2021-08-18,03:24,51.8145,4.65958,270.4,0.0,"Dordrecht, Netherlands"
2021-08-18,03:30,51.81453,4.65958,270.4,0.0,"Dordrecht, Netherlands"
2021-08-18,03:36,51.81449,4.65958,213.4,0.0,"Dordrecht, Netherlands"
2021-08-18,03:39,51.81449,4.65958,213.4,0.0,"Dordrecht, Netherlands"
2021-08-18,03:45,51.81448,4.65958,186.0,0.1,"Dordrecht, Netherlands"
2021-08-18,03:51,51.8145,4.65958,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,03:57,51.8145,4.65959,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,04:00,51.81449,4.65959,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,04:06,51.81448,4.65957,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,04:12,51.81447,4.65957,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,04:15,51.81448,4.65959,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,04:18,51.81447,4.65958,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,04:27,51.81448,4.65958,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,04:30,51.81448,4.65958,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,04:33,51.81448,4.65957,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,04:42,51.81448,4.65957,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,04:42,51.81448,4.65957,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,04:51,51.81448,4.65957,187.5,0.0,"Dordrecht, Netherlands"
2021-08-18,04:57,51.81448,4.65959,166.0,0.0,"Dordrecht, Netherlands"
2021-08-18,05:00,51.81447,4.6596,166.0,0.0,"Dordrecht, Netherlands"
2021-08-18,05:06,51.81448,4.65959,166.0,0.0,"Dordrecht, Netherlands"
2021-08-18,05:12,51.81449,4.65959,172.4,0.0,"Dordrecht, Netherlands"
2021-08-18,05:15,51.81449,4.65959,172.4,0.0,"Dordrecht, Netherlands"
2021-08-18,05:21,51.81447,4.6596,172.4,0.0,"Dordrecht, Netherlands"
2021-08-18,05:27,51.81447,4.65958,172.4,0.0,"Dordrecht, Netherlands"
2021-08-18,05:30,51.81449,4.65958,172.4,0.0,"Dordrecht, Netherlands"
2021-08-18,05:36,51.81448,4.65957,148.7,0.1,"Dordrecht, Netherlands"
2021-08-18,05:42,51.81448,4.65958,135.5,0.0,"Dordrecht, Netherlands"
2021-08-18,05:42,51.81448,4.65958,135.5,0.0,"Dordrecht, Netherlands"
2021-08-18,05:51,51.8145,4.65956,111.2,0.0,"Dordrecht, Netherlands"
2021-08-18,05:54,51.81449,4.65955,111.2,0.0,"Dordrecht, Netherlands"
2021-08-18,06:00,51.81448,4.65957,137.4,0.0,"Dordrecht, Netherlands"
2021-08-18,06:06,51.8145,4.65957,137.4,0.0,"Dordrecht, Netherlands"
2021-08-18,06:12,51.8145,4.65957,137.4,0.0,"Dordrecht, Netherlands"
2021-08-18,06:15,51.81448,4.65959,137.4,0.0,"Dordrecht, Netherlands"
2021-08-18,06:21,51.81448,4.65959,97.0,0.0,"Dordrecht, Netherlands"
2021-08-18,06:27,51.81448,4.65956,97.0,0.0,"Dordrecht, Netherlands"
2021-08-18,06:27,51.81448,4.65956,97.0,0.0,"Dordrecht, Netherlands"
2021-08-18,06:36,51.81449,4.65956,347.4,0.0,"Dordrecht, Netherlands"
2021-08-18,06:39,51.81447,4.65959,347.4,0.1,"Dordrecht, Netherlands"
2021-08-18,06:45,51.81447,4.65958,347.4,0.0,"Dordrecht, Netherlands"
2021-08-18,06:51,51.81448,4.65957,347.4,0.0,"Dordrecht, Netherlands"
2021-08-18,06:57,51.8145,4.65955,93.9,0.0,"Dordrecht, Netherlands"
2021-08-18,07:00,51.81447,4.65958,93.9,0.0,"Dordrecht, Netherlands"
2021-08-18,07:06,51.81449,4.65958,93.9,0.0,"Dordrecht, Netherlands"
2021-08-18,07:12,51.81448,4.65958,132.6,0.0,"Dordrecht, Netherlands"
2021-08-18,07:12,51.81448,4.65958,132.6,0.0,"Dordrecht, Netherlands"
2021-08-18,07:21,51.81449,4.65958,132.6,0.0,"Dordrecht, Netherlands"
2021-08-18,07:24,51.8145,4.65961,139.0,0.0,"Dordrecht, Netherlands"
2021-08-18,07:24,51.8145,4.65961,139.0,0.0,"Dordrecht, Netherlands"
2021-08-18,07:36,51.81448,4.65958,139.0,0.0,"Dordrecht, Netherlands"
2021-08-18,07:39,51.81447,4.65957,139.0,0.0,"Dordrecht, Netherlands"
2021-08-18,07:45,51.81448,4.65958,139.0,0.0,"Dordrecht, Netherlands"
2021-08-18,07:51,51.81449,4.65958,139.0,0.0,"Dordrecht, Netherlands"
2021-08-18,07:57,51.81448,4.65956,139.0,0.0,"Dordrecht, Netherlands"
2021-08-18,08:03,51.81449,4.65958,139.0,0.0,"Dordrecht, Netherlands"
2021-08-18,08:06,51.81448,4.65958,139.0,0.0,"Dordrecht, Netherlands"
2021-08-18,08:12,51.81448,4.65958,197.2,0.0,"Dordrecht, Netherlands"
2021-08-18,08:12,51.81448,4.65958,197.2,0.0,"Dordrecht, Netherlands"
2021-08-18,08:21,51.81448,4.65958,197.2,0.0,"Dordrecht, Netherlands"
2021-08-18,08:27,51.81449,4.65958,197.2,0.0,"Dordrecht, Netherlands"
2021-08-18,08:30,51.81448,4.65958,197.2,0.0,"Dordrecht, Netherlands"
2021-08-18,08:36,51.81449,4.65957,197.2,0.1,"Dordrecht, Netherlands"
2021-08-18,08:42,51.81448,4.65959,197.2,0.0,"Dordrecht, Netherlands"
2021-08-18,08:48,51.81449,4.65957,197.2,0.1,"Dordrecht, Netherlands"
2021-08-18,08:51,51.81447,4.65959,197.2,0.1,"Dordrecht, Netherlands"
2021-08-18,08:57,51.81447,4.65958,197.2,0.1,"Dordrecht, Netherlands"
2021-08-18,09:00,51.81448,4.65958,197.2,0.0,"Dordrecht, Netherlands"
2021-08-18,09:06,51.81448,4.65958,197.2,0.0,"Dordrecht, Netherlands"
2021-08-18,09:12,51.81448,4.65957,119.8,0.0,"Dordrecht, Netherlands"
2021-08-18,09:12,51.81448,4.65957,119.8,0.0,"Dordrecht, Netherlands"
2021-08-18,09:21,51.81449,4.65957,48.1,0.1,"Dordrecht, Netherlands"
2021-08-18,09:27,51.81449,4.65957,48.1,0.0,"Dordrecht, Netherlands"
