Date (UTC),Time (UTC),Latitude,Longitude,Heading,Speed (kn)
2021-07-24,00:16,51.603380000000001,3.8487499999999999,78.0,0.0
2021-07-24,00:16,51.603380000000001,3.8487499999999999,78.0,0.0
2021-07-24,00:16,51.603380000000001,3.8487499999999999,78.0,0.0
2021-07-24,00:16,51.603380000000001,3.8487499999999999,78.0,0.0
2021-07-24,00:38,51.603400000000001,3.8487499999999999,78.0,0.0
2021-07-24,00:38,51.603400000000001,3.8487499999999999,78.0,0.0
2021-07-24,00:59,51.603409999999997,3.8487800000000001,77.900000000000006,0.0
2021-07-24,00:59,51.603409999999997,3.8487800000000001,77.900000000000006,0.0
2021-07-24,00:59,51.603409999999997,3.8487800000000001,77.900000000000006,0.0
2021-07-24,00:59,51.603409999999997,3.8487800000000001,77.900000000000006,0.0
2021-07-24,00:59,51.603409999999997,3.8487800000000001,77.900000000000006,0.0
2021-07-24,00:59,51.603409999999997,3.8487800000000001,77.900000000000006,0.0
2021-07-24,00:59,51.603409999999997,3.8487800000000001,77.900000000000006,0.0
2021-07-24,01:32,51.603400000000001,3.8487499999999999,22.399999999999999,0.0
2021-07-24,01:32,51.603400000000001,3.8487499999999999,22.399999999999999,0.0
2021-07-24,01:41,51.603409999999997,3.8487399999999998,56.0,0.0
2021-07-24,01:41,51.603409999999997,3.8487399999999998,56.0,0.0
2021-07-24,01:55,51.603369999999998,3.84876,105.7,0.0
2021-07-24,01:55,51.603369999999998,3.84876,105.7,0.0
2021-07-24,02:01,51.603360000000002,3.8487499999999999,105.7,0.0
2021-07-24,02:01,51.603360000000002,3.8487499999999999,105.7,0.0
2021-07-24,02:01,51.603360000000002,3.8487499999999999,105.7,0.0
2021-07-24,02:16,51.603409999999997,3.84876,97.0,0.0
2021-07-24,02:25,51.603389999999997,3.84877,97.0,0.0
2021-07-24,02:30,51.603389999999997,3.8487,246.90000000000001,0.0
2021-07-24,02:32,51.603369999999998,3.8487300000000002,246.90000000000001,0.0
2021-07-24,02:39,51.603349999999999,3.8487,181.80000000000001,0.20000000000000001
2021-07-24,02:39,51.603349999999999,3.8487,181.80000000000001,0.20000000000000001
2021-07-24,02:39,51.603349999999999,3.8487,181.80000000000001,0.20000000000000001
2021-07-24,02:39,51.603349999999999,3.8487,181.80000000000001,0.20000000000000001
2021-07-24,02:57,51.603349999999999,3.8487300000000002,334.10000000000002,0.20000000000000001
2021-07-24,03:02,51.603349999999999,3.8487100000000001,152.30000000000001,0.0
2021-07-24,03:02,51.603349999999999,3.8487100000000001,152.30000000000001,0.0
2021-07-24,03:14,51.603380000000001,3.8487499999999999,358.60000000000002,0.0
2021-07-24,03:14,51.603380000000001,3.8487499999999999,358.60000000000002,0.0
2021-07-24,03:23,51.603380000000001,3.8487499999999999,122.90000000000001,0.0
2021-07-24,03:23,51.603380000000001,3.8487499999999999,122.90000000000001,0.0
2021-07-24,03:23,51.603380000000001,3.8487499999999999,122.90000000000001,0.0
2021-07-24,03:39,51.603369999999998,3.84876,2.5,0.0
2021-07-24,03:39,51.603369999999998,3.84876,2.5,0.0
2021-07-24,03:48,51.603380000000001,3.8487399999999998,2.5,0.0
2021-07-24,03:48,51.603380000000001,3.8487399999999998,2.5,0.0
2021-07-24,03:57,51.603380000000001,3.8487200000000001,2.5,0.0
2021-07-24,03:57,51.603380000000001,3.8487200000000001,2.5,0.0
2021-07-24,04:09,51.603389999999997,3.8487200000000001,2.5,0.0
2021-07-24,04:09,51.603389999999997,3.8487200000000001,2.5,0.0
2021-07-24,04:09,51.603389999999997,3.8487200000000001,2.5,0.0
2021-07-24,04:09,51.603389999999997,3.8487200000000001,2.5,0.0
2021-07-24,04:23,51.603380000000001,3.84876,6.0,0.0
2021-07-24,04:23,51.603380000000001,3.84876,6.0,0.0
2021-07-24,04:38,51.603369999999998,3.84877,5.7999999999999998,0.0
2021-07-24,04:38,51.603369999999998,3.84877,5.7999999999999998,0.0
2021-07-24,04:51,51.603380000000001,3.84877,68.400000000000006,0.0
2021-07-24,04:51,51.603380000000001,3.84877,68.400000000000006,0.0
2021-07-24,04:51,51.603380000000001,3.84877,68.400000000000006,0.0
2021-07-24,05:06,51.603380000000001,3.8487300000000002,68.400000000000006,0.0
2021-07-24,05:06,51.603380000000001,3.8487300000000002,68.400000000000006,0.0
2021-07-24,05:06,51.603380000000001,3.8487300000000002,68.400000000000006,0.0
2021-07-24,05:06,51.603380000000001,3.8487300000000002,68.400000000000006,0.0
2021-07-24,05:06,51.603380000000001,3.8487300000000002,68.400000000000006,0.0
2021-07-24,05:30,51.603380000000001,3.8487300000000002,295.0,0.0
2021-07-24,05:30,51.603380000000001,3.8487300000000002,295.0,0.0
2021-07-24,05:30,51.603380000000001,3.8487300000000002,295.0,0.0
2021-07-24,05:43,51.603369999999998,3.8487100000000001,178.09999999999999,0.0
2021-07-24,05:43,51.603369999999998,3.8487100000000001,178.09999999999999,0.0
2021-07-24,05:43,51.603369999999998,3.8487100000000001,178.09999999999999,0.0
2021-07-24,05:43,51.603369999999998,3.8487100000000001,178.09999999999999,0.0
2021-07-24,05:43,51.603369999999998,3.8487100000000001,178.09999999999999,0.0
2021-07-24,05:43,51.603369999999998,3.8487100000000001,178.09999999999999,0.0
2021-07-24,05:43,51.603369999999998,3.8487100000000001,178.09999999999999,0.0
2021-07-24,06:22,51.603400000000001,3.8487300000000002,178.09999999999999,0.0
2021-07-24,06:22,51.603400000000001,3.8487300000000002,178.09999999999999,0.0
2021-07-24,06:31,51.603389999999997,3.8487399999999998,178.09999999999999,0.0
2021-07-24,06:37,51.603389999999997,3.8487300000000002,137.80000000000001,0.0
2021-07-24,06:42,51.603389999999997,3.8487200000000001,137.80000000000001,0.0
2021-07-24,06:42,51.603389999999997,3.8487200000000001,137.80000000000001,0.0
2021-07-24,06:51,51.603380000000001,3.8486500000000001,137.80000000000001,0.0
2021-07-24,06:51,51.603380000000001,3.8486500000000001,137.80000000000001,0.0
2021-07-24,06:51,51.603380000000001,3.8486500000000001,137.80000000000001,0.0
2021-07-24,07:06,51.603400000000001,3.8487100000000001,137.80000000000001,0.0
2021-07-24,07:06,51.603400000000001,3.8487100000000001,137.80000000000001,0.0
2021-07-24,07:06,51.603400000000001,3.8487100000000001,137.80000000000001,0.0
2021-07-24,07:06,51.603400000000001,3.8487100000000001,137.80000000000001,0.0
2021-07-24,07:06,51.603400000000001,3.8487100000000001,137.80000000000001,0.0
2021-07-24,07:06,51.603400000000001,3.8487100000000001,137.80000000000001,0.0
2021-07-24,07:06,51.603400000000001,3.8487100000000001,137.80000000000001,0.0
2021-07-24,07:06,51.603400000000001,3.8487100000000001,137.80000000000001,0.0
2021-07-24,07:06,51.603400000000001,3.8487100000000001,137.80000000000001,0.0
2021-07-24,07:06,51.603400000000001,3.8487100000000001,137.80000000000001,0.0
2021-07-24,07:06,51.603400000000001,3.8487100000000001,137.80000000000001,0.0
2021-07-24,07:06,51.603400000000001,3.8487100000000001,137.80000000000001,0.0
2021-07-24,07:57,51.603340000000003,3.84884,213.0,0.0
2021-07-24,08:14,51.603349999999999,3.8488199999999999,344.5,0.0
2021-07-24,08:14,51.603349999999999,3.8488199999999999,344.5,0.0
2021-07-24,08:14,51.603349999999999,3.8488199999999999,344.5,0.0
2021-07-24,08:24,51.603389999999997,3.8487100000000001,344.5,0.0
2021-07-24,08:24,51.603389999999997,3.8487100000000001,344.5,0.0
2021-07-24,08:24,51.603389999999997,3.8487100000000001,344.5,0.0
2021-07-24,08:24,51.603389999999997,3.8487100000000001,344.5,0.0
2021-07-24,08:45,51.603400000000001,3.8487300000000002,241.19999999999999,0.0
2021-07-24,08:45,51.603400000000001,3.8487300000000002,241.19999999999999,0.0
2021-07-24,08:45,51.603400000000001,3.8487300000000002,241.19999999999999,0.0
2021-07-24,08:45,51.603400000000001,3.8487300000000002,241.19999999999999,0.0
2021-07-24,08:45,51.603400000000001,3.8487300000000002,241.19999999999999,0.0
2021-07-24,09:12,51.603290000000001,3.8487,23.5,0.0
2021-07-24,09:12,51.603290000000001,3.8487,23.5,0.0
2021-07-24,09:12,51.603290000000001,3.8487,23.5,0.0
2021-07-24,09:12,51.603290000000001,3.8487,23.5,0.0
2021-07-24,09:12,51.603290000000001,3.8487,23.5,0.0
2021-07-24,09:12,51.603290000000001,3.8487,23.5,0.0
2021-07-24,09:12,51.603290000000001,3.8487,23.5,0.0
2021-07-24,09:46,51.603400000000001,3.8487300000000002,62.0,0.0
2021-07-24,09:55,51.603380000000001,3.8487499999999999,62.0,0.0
2021-07-24,09:58,51.603380000000001,3.8487399999999998,62.0,0.0
2021-07-24,10:01,51.603389999999997,3.8487300000000002,62.0,0.0
2021-07-24,10:10,51.603389999999997,3.8487300000000002,62.0,0.0
2021-07-24,10:13,51.603389999999997,3.8487300000000002,62.0,0.0
2021-07-24,10:13,51.603389999999997,3.8487300000000002,62.0,0.0
2021-07-24,10:13,51.603389999999997,3.8487300000000002,62.0,0.0
2021-07-24,10:13,51.603389999999997,3.8487300000000002,62.0,0.0
2021-07-24,10:35,51.6081,3.8422999999999998,292.39999999999998,3.1000000000000001
2021-07-24,10:39,51.609540000000003,3.8372199999999999,294.5,2.7999999999999998
