Date (UTC),Time (UTC),Latitude,Longitude,Heading,Speed (kn)
2021-07-25,00:10,51.592779999999998,3.71671,56.0,0.0
2021-07-25,00:10,51.592779999999998,3.71671,56.0,0.0
2021-07-25,00:22,51.592790000000001,3.71672,56.0,0.0
2021-07-25,00:22,51.592790000000001,3.71672,56.0,0.0
2021-07-25,00:22,51.592790000000001,3.71672,56.0,0.0
2021-07-25,00:34,51.592829999999999,3.7167300000000001,56.0,0.0
2021-07-25,00:34,51.592829999999999,3.7167300000000001,56.0,0.0
2021-07-25,00:34,51.592829999999999,3.7167300000000001,56.0,0.0
2021-07-25,00:34,51.592829999999999,3.7167300000000001,56.0,0.0
2021-07-25,00:49,51.592829999999999,3.71672,56.0,0.0
2021-07-25,01:01,51.592820000000003,3.71671,56.0,0.0
2021-07-25,01:07,51.592829999999999,3.7166899999999998,56.0,0.0
2021-07-25,01:07,51.592829999999999,3.7166899999999998,56.0,0.0
2021-07-25,01:13,51.59281,3.7166899999999998,56.0,0.0
2021-07-25,01:13,51.59281,3.7166899999999998,56.0,0.0
2021-07-25,01:26,51.592820000000003,3.71671,56.0,0.0
2021-07-25,01:26,51.592820000000003,3.71671,56.0,0.0
2021-07-25,01:37,51.59281,3.7167500000000002,356.30000000000001,0.0
2021-07-25,01:37,51.59281,3.7167500000000002,356.30000000000001,0.0
2021-07-25,01:37,51.59281,3.7167500000000002,356.30000000000001,0.0
2021-07-25,01:49,51.592820000000003,3.71672,356.30000000000001,0.0
2021-07-25,01:49,51.592820000000003,3.71672,356.30000000000001,0.0
2021-07-25,01:49,51.592820000000003,3.71672,356.30000000000001,0.0
2021-07-25,02:07,51.592829999999999,3.71671,166.90000000000001,0.0
2021-07-25,02:10,51.592829999999999,3.71671,166.90000000000001,0.0
2021-07-25,02:13,51.592829999999999,3.71671,166.90000000000001,0.0
2021-07-25,02:22,51.592840000000002,3.7167300000000001,96.099999999999994,0.0
2021-07-25,02:28,51.592840000000002,3.71672,96.099999999999994,0.0
2021-07-25,02:28,51.592840000000002,3.71672,96.099999999999994,0.0
2021-07-25,02:34,51.592829999999999,3.71672,96.0,0.0
2021-07-25,02:34,51.592829999999999,3.71672,96.0,0.0
2021-07-25,02:46,51.592820000000003,3.71672,96.099999999999994,0.0
2021-07-25,02:49,51.592820000000003,3.7167300000000001,96.099999999999994,0.0
2021-07-25,02:56,51.592829999999999,3.7167699999999999,15.800000000000001,0.0
2021-07-25,02:59,51.592820000000003,3.7167599999999998,15.800000000000001,0.0
2021-07-25,03:08,51.592799999999997,3.71671,15.800000000000001,0.0
2021-07-25,03:08,51.592799999999997,3.71671,15.800000000000001,0.0
2021-07-25,03:14,51.592799999999997,3.71671,15.800000000000001,0.0
2021-07-25,03:22,51.592779999999998,3.7167500000000002,350.80000000000001,0.0
2021-07-25,03:26,51.592779999999998,3.7167500000000002,350.80000000000001,0.0
2021-07-25,03:32,51.592820000000003,3.7167300000000001,36.100000000000001,0.0
2021-07-25,03:35,51.592790000000001,3.71671,36.100000000000001,0.0
2021-07-25,03:35,51.592790000000001,3.71671,36.100000000000001,0.0
2021-07-25,03:35,51.592790000000001,3.71671,36.100000000000001,0.0
2021-07-25,03:50,51.592820000000003,3.7166999999999999,36.100000000000001,0.0
2021-07-25,03:50,51.592820000000003,3.7166999999999999,36.100000000000001,0.0
2021-07-25,03:50,51.592820000000003,3.7166999999999999,36.100000000000001,0.0
2021-07-25,04:05,51.592829999999999,3.71672,36.100000000000001,0.0
2021-07-25,04:14,51.592820000000003,3.7167400000000002,36.100000000000001,0.0
2021-07-25,04:14,51.592820000000003,3.7167400000000002,36.100000000000001,0.0
2021-07-25,04:23,51.592820000000003,3.71672,36.100000000000001,0.0
2021-07-25,04:26,51.592820000000003,3.71672,36.100000000000001,0.0
2021-07-25,04:32,51.592829999999999,3.7167300000000001,36.0,0.0
2021-07-25,04:32,51.592829999999999,3.7167300000000001,36.0,0.0
2021-07-25,04:41,51.592829999999999,3.7167300000000001,36.100000000000001,0.0
2021-07-25,04:41,51.592829999999999,3.7167300000000001,36.100000000000001,0.0
2021-07-25,04:41,51.592829999999999,3.7167300000000001,36.100000000000001,0.0
2021-07-25,04:41,51.592829999999999,3.7167300000000001,36.100000000000001,0.0
2021-07-25,04:41,51.592829999999999,3.7167300000000001,36.100000000000001,0.0
2021-07-25,04:41,51.592829999999999,3.7167300000000001,36.100000000000001,0.0
2021-07-25,05:11,51.592799999999997,3.71672,36.100000000000001,0.0
2021-07-25,05:11,51.592799999999997,3.71672,36.100000000000001,0.0
2021-07-25,05:11,51.592799999999997,3.71672,36.100000000000001,0.0
2021-07-25,05:11,51.592799999999997,3.71672,36.100000000000001,0.0
2021-07-25,05:32,51.592840000000002,3.7166999999999999,42.100000000000001,0.0
2021-07-25,05:32,51.592840000000002,3.7166999999999999,42.100000000000001,0.0
2021-07-25,05:41,51.592820000000003,3.7167300000000001,42.100000000000001,0.0
2021-07-25,05:41,51.592820000000003,3.7167300000000001,42.100000000000001,0.0
2021-07-25,05:41,51.592820000000003,3.7167300000000001,42.100000000000001,0.0
2021-07-25,05:41,51.592820000000003,3.7167300000000001,42.100000000000001,0.0
2021-07-25,06:05,51.592799999999997,3.71671,42.100000000000001,0.0
2021-07-25,06:08,51.59281,3.71672,42.100000000000001,0.0
2021-07-25,06:14,51.59281,3.7167300000000001,42.100000000000001,0.0
2021-07-25,06:14,51.59281,3.7167300000000001,42.100000000000001,0.0
2021-07-25,06:25,51.59281,3.7166899999999998,259.69999999999999,0.0
2021-07-25,06:27,51.592820000000003,3.7166800000000002,259.69999999999999,0.0
2021-07-25,06:31,51.592799999999997,3.7166899999999998,266.60000000000002,0.0
2021-07-25,06:40,51.592799999999997,3.7167300000000001,266.60000000000002,0.0
2021-07-25,06:43,51.59281,3.7167400000000002,266.60000000000002,0.0
2021-07-25,06:46,51.592799999999997,3.7167500000000002,266.60000000000002,0.0
2021-07-25,06:55,51.592799999999997,3.7167400000000002,266.60000000000002,0.0
2021-07-25,06:58,51.592790000000001,3.7167300000000001,220.30000000000001,0.0
2021-07-25,07:04,51.592790000000001,3.7167400000000002,220.30000000000001,0.0
2021-07-25,07:04,51.592790000000001,3.7167400000000002,220.30000000000001,0.0
2021-07-25,07:04,51.592790000000001,3.7167400000000002,220.30000000000001,0.0
2021-07-25,07:04,51.592790000000001,3.7167400000000002,220.30000000000001,0.0
2021-07-25,07:04,51.592790000000001,3.7167400000000002,220.30000000000001,0.0
2021-07-25,07:04,51.592790000000001,3.7167400000000002,220.30000000000001,0.0
2021-07-25,07:34,51.592840000000002,3.7167699999999999,15.1,0.0
2021-07-25,07:40,51.592820000000003,3.7167300000000001,15.1,0.0
2021-07-25,07:40,51.592820000000003,3.7167300000000001,15.1,0.0
2021-07-25,07:49,51.59281,3.7167699999999999,355.19999999999999,0.0
2021-07-25,07:56,51.59281,3.7167500000000002,160.19999999999999,0.0
2021-07-25,07:59,51.59281,3.7167300000000001,160.19999999999999,0.0
2021-07-25,08:05,51.592799999999997,3.7167300000000001,160.19999999999999,0.0
2021-07-25,08:11,51.59281,3.7167400000000002,160.19999999999999,0.0
2021-07-25,08:14,51.59281,3.7167300000000001,160.19999999999999,0.0
2021-07-25,08:14,51.59281,3.7167300000000001,160.19999999999999,0.0
2021-07-25,08:23,51.592820000000003,3.7167300000000001,160.19999999999999,0.0
2021-07-25,08:23,51.592820000000003,3.7167300000000001,160.19999999999999,0.0
2021-07-25,08:23,51.592820000000003,3.7167300000000001,160.19999999999999,0.0
2021-07-25,08:38,51.59281,3.71671,160.0,0.0
2021-07-25,08:38,51.59281,3.71671,160.0,0.0
2021-07-25,08:38,51.59281,3.71671,160.0,0.0
2021-07-25,08:38,51.59281,3.71671,160.0,0.0
2021-07-25,09:02,51.59442,3.7187299999999999,46.399999999999999,3.5
2021-07-25,09:02,51.59442,3.7187299999999999,46.399999999999999,3.5
2021-07-25,09:02,51.59442,3.7187299999999999,46.399999999999999,3.5
2021-07-25,09:14,51.608919999999998,3.7107299999999999,315.80000000000001,5.0
2021-07-25,09:22,51.615690000000001,3.6994199999999999,313.19999999999999,4.5999999999999996
2021-07-25,09:26,51.61795,3.6917200000000001,285.19999999999999,4.9000000000000004
2021-07-25,09:26,51.61795,3.6917200000000001,285.19999999999999,4.9000000000000004
2021-07-25,09:26,51.61795,3.6917200000000001,285.19999999999999,4.9000000000000004
