Date,Time,Latitude,Longitude,Heading,Speed (kn),Port
2023-07-16,00:02,51.75743,4.29385,169.1,0.0,
2023-07-16,00:08,51.75742,4.29386,127.1,0.0,
2023-07-16,00:11,51.75743,4.29385,127.1,0.0,
2023-07-16,00:18,51.75743,4.29386,296.4,0.0,
2023-07-16,00:18,51.75743,4.29386,296.4,0.0,
2023-07-16,00:27,51.75743,4.29385,230.4,0.0,
2023-07-16,00:33,51.75743,4.29385,230.4,0.0,
2023-07-16,00:36,51.75743,4.29385,230.4,0.0,
2023-07-16,00:42,51.75742,4.29385,224.8,0.0,
2023-07-16,00:45,51.75743,4.29384,280.9,0.0,
2023-07-16,00:51,51.75743,4.29385,280.9,0.0,
2023-07-16,00:57,51.75743,4.29385,333.7,0.0,
2023-07-16,01:03,51.75743,4.29385,333.7,0.0,
2023-07-16,01:08,51.75743,4.29385,360.0,0.1,
2023-07-16,01:14,51.75742,4.29385,360.0,0.0,
2023-07-16,01:17,51.75742,4.29384,360.0,0.0,
2023-07-16,01:23,51.75742,4.29385,360.0,0.0,
2023-07-16,01:29,51.75742,4.29385,360.0,0.0,
2023-07-16,01:32,51.75742,4.29384,360.0,0.0,
2023-07-16,01:38,51.75743,4.29385,360.0,0.0,
2023-07-16,01:44,51.75742,4.29384,128.6,0.0,
2023-07-16,01:47,51.75742,4.29384,128.6,0.0,
2023-07-16,01:53,51.75743,4.29384,128.6,0.1,
2023-07-16,01:59,51.75743,4.29384,141.4,0.1,
2023-07-16,02:02,51.75742,4.29384,141.4,0.0,
2023-07-16,02:08,51.75742,4.29385,91.7,0.0,
2023-07-16,02:14,51.75742,4.29385,91.7,0.0,
2023-07-16,02:17,51.75742,4.29385,91.7,0.0,
2023-07-16,02:23,51.75742,4.29385,91.7,0.0,
2023-07-16,02:29,51.75743,4.29385,352.2,0.0,
2023-07-16,02:32,51.75743,4.29384,352.2,0.1,
2023-07-16,02:38,51.75742,4.29385,352.2,0.0,
2023-07-16,02:44,51.75742,4.29384,352.2,0.0,
2023-07-16,02:47,51.75742,4.29385,352.2,0.0,
2023-07-16,02:53,51.75744,4.29385,352.2,0.0,
2023-07-16,02:59,51.75741,4.29385,12.4,0.0,
2023-07-16,03:02,51.75743,4.29385,12.4,0.1,
2023-07-16,03:08,51.75741,4.29385,340.4,0.0,
2023-07-16,03:14,51.75742,4.29384,352.4,0.1,
2023-07-16,03:17,51.75742,4.29384,352.4,0.0,
2023-07-16,03:23,51.75743,4.29386,144.7,0.1,
2023-07-16,03:29,51.75743,4.29385,144.7,0.1,
2023-07-16,03:35,51.75743,4.29385,161.8,0.0,
2023-07-16,03:38,51.75743,4.29384,161.8,0.0,
2023-07-16,03:44,51.75742,4.29385,138.8,0.1,
2023-07-16,03:47,51.75743,4.29385,138.8,0.1,
2023-07-16,03:53,51.75743,4.29385,138.8,0.0,
2023-07-16,03:59,51.75742,4.29385,39.2,0.0,
2023-07-16,04:02,51.75742,4.29385,39.2,0.1,
2023-07-16,04:08,51.75743,4.29385,121.9,0.1,
2023-07-16,04:14,51.75742,4.29385,121.9,0.1,
2023-07-16,04:20,51.75741,4.29385,121.9,0.0,
2023-07-16,04:20,51.75741,4.29385,121.9,0.0,
2023-07-16,04:29,51.75742,4.29384,121.9,0.0,
2023-07-16,04:35,51.75741,4.29384,168.1,0.1,
2023-07-16,04:38,51.75742,4.29383,168.1,0.0,
2023-07-16,04:44,51.75743,4.29385,168.1,0.1,
2023-07-16,04:50,51.75742,4.29386,168.1,0.0,
2023-07-16,04:53,51.75742,4.29384,168.1,0.1,
2023-07-16,04:56,51.75743,4.29385,168.1,0.0,
2023-07-16,05:05,51.75743,4.29385,168.1,0.0,
2023-07-16,05:08,51.75743,4.29385,168.1,0.1,
2023-07-16,05:14,51.75744,4.29384,168.1,0.0,
2023-07-16,05:20,51.75744,4.29385,125.3,0.0,
2023-07-16,05:26,51.75743,4.29386,148.4,0.1,
2023-07-16,05:29,51.75744,4.29385,179.4,0.1,
2023-07-16,05:35,51.75742,4.29385,195.0,0.1,
2023-07-16,05:38,51.75743,4.29385,195.0,0.0,
2023-07-16,05:44,51.75742,4.29385,113.2,0.1,
2023-07-16,05:50,51.75743,4.29385,185.1,0.0,
2023-07-16,05:56,51.75743,4.29385,87.8,0.1,
2023-07-16,05:56,51.75743,4.29385,87.8,0.1,
2023-07-16,06:05,51.75743,4.29386,113.9,0.1,
2023-07-16,06:11,51.75742,4.29385,165.4,0.1,
2023-07-16,06:14,51.75743,4.29385,165.4,0.0,
2023-07-16,06:20,51.75742,4.29385,242.3,0.0,
2023-07-16,06:26,51.75742,4.29385,313.3,0.0,
2023-07-16,06:29,51.75741,4.29384,313.3,0.0,
2023-07-16,06:32,51.75743,4.29384,328.4,0.1,
2023-07-16,06:41,51.75742,4.29384,359.5,0.0,
2023-07-16,06:41,51.75742,4.29384,359.5,0.0,
2023-07-16,06:50,51.75742,4.29385,171.8,0.2,
2023-07-16,06:56,51.75743,4.29386,3.7,0.1,
2023-07-16,06:59,51.75743,4.29384,20.9,0.1,
2023-07-16,07:05,51.75742,4.29385,24.1,0.1,
2023-07-16,07:11,51.75742,4.29386,98.2,0.0,
2023-07-16,07:14,51.75742,4.29384,98.2,0.1,
2023-07-16,07:17,51.75742,4.29385,28.6,0.1,
2023-07-16,07:26,51.75743,4.29385,266.4,0.1,
2023-07-16,07:32,51.75743,4.29385,245.9,0.0,
2023-07-16,07:35,51.75743,4.29385,245.9,0.1,
2023-07-16,07:41,51.75743,4.29384,306.9,0.1,
2023-07-16,07:47,51.75743,4.29385,306.9,0.1,
2023-07-16,07:50,51.75743,4.29385,12.8,0.1,
2023-07-16,07:56,51.75743,4.29384,22.9,0.1,
2023-07-16,07:59,51.75743,4.29384,22.9,0.0,
2023-07-16,08:05,51.75742,4.29385,22.9,0.1,
2023-07-16,08:11,51.75743,4.29384,345.1,0.3,
2023-07-16,08:17,51.75742,4.29385,345.1,0.1,
2023-07-16,08:20,51.75743,4.29384,345.1,0.0,
2023-07-16,08:26,51.75743,4.29384,345.1,0.0,
2023-07-16,08:32,51.75743,4.29384,17.5,0.1,
2023-07-16,08:35,51.75743,4.29384,15.8,0.0,
2023-07-16,08:41,51.75742,4.29385,15.8,0.0,
2023-07-16,08:47,51.75743,4.29385,22.5,0.0,
2023-07-16,08:50,51.75742,4.29385,22.5,0.0,
2023-07-16,08:56,51.75743,4.29385,22.5,0.1,
2023-07-16,09:02,51.75743,4.29384,359.3,0.1,
2023-07-16,09:05,51.75742,4.29384,178.1,0.0,
2023-07-16,09:11,51.75742,4.29383,173.3,0.1,
2023-07-16,09:17,51.75742,4.29384,106.1,0.1,
2023-07-16,09:20,51.75743,4.29384,106.1,0.1,
2023-07-16,09:26,51.75742,4.29384,72.9,0.0,
2023-07-16,09:32,51.75743,4.29385,43.3,0.1,
2023-07-16,09:38,51.75743,4.29384,176.7,0.0,
2023-07-16,09:41,51.75743,4.29385,176.7,0.1,
2023-07-16,09:47,51.75743,4.29385,107.3,0.0,
2023-07-16,09:53,51.75743,4.29384,164.1,0.0,
2023-07-16,09:56,51.75743,4.29385,164.1,0.0,
2023-07-16,10:02,51.75743,4.29385,50.1,0.1,
2023-07-16,10:08,51.75743,4.29385,117.2,0.1,
2023-07-16,10:11,51.75742,4.29385,117.2,0.1,
2023-07-16,10:17,51.75743,4.29385,38.5,0.1,
2023-07-16,10:23,51.75742,4.29385,333.6,0.0,
2023-07-16,10:26,51.75743,4.29384,26.9,0.1,
2023-07-16,10:32,51.75742,4.29386,182.4,0.1,
2023-07-16,10:38,51.75742,4.29384,146.7,0.0,
2023-07-16,10:41,51.75743,4.29386,88.2,0.0,
2023-07-16,10:47,51.75742,4.29385,88.2,0.1,
2023-07-16,10:53,51.75743,4.29385,73.4,0.1,
2023-07-16,10:53,51.75743,4.29385,73.4,0.1,
2023-07-16,11:02,51.75742,4.29385,23.0,0.0,
2023-07-16,11:08,51.75743,4.29385,354.8,0.1,
2023-07-16,11:11,51.75742,4.29385,356.1,0.1,
2023-07-16,11:17,51.75742,4.29385,356.1,0.0,
2023-07-16,11:23,51.75743,4.29385,0.7,0.1,
2023-07-16,11:26,51.75744,4.29385,0.7,0.0,
2023-07-16,11:32,51.75743,4.29385,352.2,0.0,
2023-07-16,11:38,51.75743,4.29385,287.5,0.0,
2023-07-16,11:44,51.75743,4.29385,205.9,0.1,
2023-07-16,11:44,51.75743,4.29385,205.9,0.1,
2023-07-16,11:53,51.75744,4.29385,174.6,0.1,
2023-07-16,11:59,51.75743,4.29386,202.7,0.1,
2023-07-16,12:02,51.75744,4.29385,202.7,0.1,
2023-07-16,12:08,51.75743,4.29385,168.8,0.1,
2023-07-16,12:14,51.75743,4.29385,177.6,0.0,
2023-07-16,12:17,51.75744,4.29386,66.3,0.0,
2023-07-16,12:23,51.75743,4.29386,46.6,0.1,
2023-07-16,12:29,51.75744,4.29386,46.6,0.1,
2023-07-16,12:32,51.75743,4.29386,148.4,0.1,
2023-07-16,12:38,51.75742,4.29386,148.4,0.0,
2023-07-16,12:44,51.75743,4.29386,148.4,0.1,
2023-07-16,12:47,51.75744,4.29386,148.4,0.0,
2023-07-16,12:53,51.75743,4.29385,69.2,0.0,
2023-07-16,12:59,51.75743,4.29385,136.9,0.1,
2023-07-16,13:02,51.75742,4.29385,136.9,0.0,
2023-07-16,13:08,51.75743,4.29385,102.2,0.0,
2023-07-16,13:14,51.75743,4.29386,78.1,0.0,
2023-07-16,13:14,51.75743,4.29386,78.1,0.0,
2023-07-16,13:20,51.75742,4.29386,49.6,0.1,
2023-07-16,13:29,51.75743,4.29385,49.6,0.1,
2023-07-16,13:32,51.75743,4.29385,357.9,0.1,
2023-07-16,13:38,51.75742,4.29384,357.9,0.0,
2023-07-16,13:44,51.75743,4.29386,269.0,0.0,
2023-07-16,13:47,51.75742,4.29385,206.2,0.0,
2023-07-16,13:53,51.75742,4.29386,206.2,0.0,
2023-07-16,13:59,51.75742,4.29385,295.7,0.0,
2023-07-16,14:02,51.75742,4.29386,295.7,0.0,
2023-07-16,14:08,51.75742,4.29386,295.7,0.0,
2023-07-16,14:14,51.75741,4.29387,295.7,0.1,
2023-07-16,14:17,51.75741,4.29387,327.3,0.0,
2023-07-16,14:23,51.75742,4.29385,221.8,0.1,
2023-07-16,14:29,51.75742,4.29385,221.8,0.1,
2023-07-16,14:35,51.75743,4.29386,294.5,0.0,
2023-07-16,14:38,51.75742,4.29385,294.5,0.0,
2023-07-16,14:44,51.75743,4.29385,313.8,0.0,
2023-07-16,14:50,51.75743,4.29387,347.8,0.1,
2023-07-16,14:50,51.75743,4.29387,347.8,0.1,
2023-07-16,14:59,51.75743,4.29385,3.9,0.1,
2023-07-16,15:05,51.75743,4.29385,26.3,0.0,
2023-07-16,15:05,51.75743,4.29385,26.3,0.0,
2023-07-16,15:14,51.75743,4.29386,26.3,0.1,
2023-07-16,15:20,51.75743,4.29386,18.5,0.0,
2023-07-16,15:20,51.75743,4.29386,18.5,0.0,
2023-07-16,15:29,51.75742,4.29384,335.1,0.0,
2023-07-16,15:32,51.75742,4.29384,348.5,0.1,
2023-07-16,15:38,51.75743,4.29385,348.5,0.1,
2023-07-16,15:44,51.75743,4.29386,349.6,0.0,
2023-07-16,15:50,51.75742,4.29385,349.6,0.2,
2023-07-16,15:53,51.75742,4.29386,349.6,0.0,
2023-07-16,15:59,51.75742,4.29386,349.6,0.0,
2023-07-16,16:05,51.75743,4.29386,346.3,0.0,
2023-07-16,16:11,51.75742,4.29385,346.3,0.0,
2023-07-16,16:14,51.75742,4.29384,346.3,0.0,
2023-07-16,16:20,51.75741,4.29386,359.7,0.0,
2023-07-16,16:26,51.75742,4.29385,359.7,0.1,
2023-07-16,16:29,51.75742,4.29385,359.7,0.0,
2023-07-16,16:35,51.75743,4.29385,359.7,0.0,
2023-07-16,16:41,51.75743,4.29384,359.7,0.0,
2023-07-16,16:44,51.75743,4.29385,13.2,0.0,
2023-07-16,16:50,51.75742,4.29384,13.2,0.1,
2023-07-16,16:56,51.75743,4.29385,13.2,0.1,
2023-07-16,16:59,51.75742,4.29384,13.2,0.1,
2023-07-16,17:05,51.75743,4.29384,13.2,0.1,
2023-07-16,17:11,51.75742,4.29385,13.2,0.1,
2023-07-16,17:14,51.75742,4.29385,13.2,0.0,
2023-07-16,17:20,51.75741,4.29387,13.2,0.0,
2023-07-16,17:26,51.75741,4.29385,13.2,0.1,
2023-07-16,17:29,51.75742,4.29385,346.0,0.1,
2023-07-16,17:35,51.75743,4.29385,80.2,0.1,
2023-07-16,17:38,51.75742,4.29385,80.2,0.0,
2023-07-16,17:44,51.75742,4.29386,129.8,0.0,
2023-07-16,17:50,51.75742,4.29385,129.8,0.1,
2023-07-16,17:56,51.75743,4.29384,129.8,0.0,
2023-07-16,18:02,51.75742,4.29385,129.8,0.1,
2023-07-16,18:05,51.75742,4.29385,129.8,0.0,
2023-07-16,18:11,51.75742,4.29384,67.3,0.0,
2023-07-16,18:17,51.75742,4.29384,67.3,0.0,
2023-07-16,18:20,51.75742,4.29385,67.3,0.1,
2023-07-16,18:26,51.75743,4.29384,36.7,0.1,
2023-07-16,18:32,51.75743,4.29386,36.7,0.0,
2023-07-16,18:35,51.75742,4.29385,36.7,0.1,
2023-07-16,18:41,51.75742,4.29384,36.7,0.0,
2023-07-16,18:47,51.75742,4.29384,334.9,0.0,
2023-07-16,18:47,51.75742,4.29384,334.9,0.0,
2023-07-16,18:56,51.75742,4.29385,295.6,0.0,
2023-07-16,19:02,51.75742,4.29384,282.3,0.1,
2023-07-16,19:05,51.75742,4.29384,275.4,0.0,
2023-07-16,19:11,51.75742,4.29385,275.4,0.0,
2023-07-16,19:17,51.75742,4.29384,246.7,0.0,
2023-07-16,19:20,51.75743,4.29384,199.2,0.1,
2023-07-16,19:26,51.75743,4.29384,199.2,0.1,
2023-07-16,19:32,51.75741,4.29385,221.4,0.0,
2023-07-16,19:35,51.75741,4.29384,221.4,0.0,
2023-07-16,19:41,51.75743,4.29383,221.4,0.0,
2023-07-16,19:47,51.75743,4.29384,221.4,0.0,
2023-07-16,19:53,51.75743,4.29384,221.4,0.1,
2023-07-16,19:56,51.75743,4.29384,221.4,0.0,
2023-07-16,20:02,51.75742,4.29384,221.4,0.0,
2023-07-16,20:08,51.75742,4.29384,221.4,0.0,
2023-07-16,20:11,51.75743,4.29384,221.4,0.0,
2023-07-16,20:17,51.75742,4.29384,221.4,0.0,
2023-07-16,20:21,51.75742,4.29385,137.8,0.0,
2023-07-16,20:27,51.75742,4.29385,137.8,0.0,
2023-07-16,20:30,51.75742,4.29385,137.8,0.0,
2023-07-16,20:36,51.75743,4.29384,137.8,0.1,
2023-07-16,20:42,51.75742,4.29385,66.1,0.0,
2023-07-16,20:45,51.75741,4.29383,66.1,0.0,
2023-07-16,20:51,51.75743,4.29385,41.4,0.0,
2023-07-16,20:57,51.75743,4.29385,167.0,0.0,
2023-07-16,21:03,51.75743,4.29384,167.0,0.0,
2023-07-16,21:06,51.75743,4.29384,167.0,0.1,
2023-07-16,21:12,51.75743,4.29386,167.0,0.0,
2023-07-16,21:18,51.75743,4.29385,166.7,0.0,
2023-07-16,21:21,51.75744,4.29384,166.7,0.0,
2023-07-16,21:27,51.75743,4.29385,166.7,0.0,
2023-07-16,21:33,51.75743,4.29385,238.5,0.0,
2023-07-16,21:36,51.75742,4.29385,291.2,0.0,
2023-07-16,21:42,51.75742,4.29384,291.2,0.0,
2023-07-16,21:48,51.75743,4.29386,291.2,0.0,
2023-07-16,21:51,51.75742,4.29385,291.2,0.0,
2023-07-16,21:57,51.75743,4.29384,291.2,0.0,
2023-07-16,22:03,51.75743,4.29386,291.2,0.1,
2023-07-16,22:06,51.75743,4.29385,291.2,0.0,
2023-07-16,22:12,51.75742,4.29385,289.0,0.0,
2023-07-16,22:18,51.75742,4.29385,289.0,0.1,
2023-07-16,22:21,51.75742,4.29385,218.7,0.0,
2023-07-16,22:27,51.75741,4.29385,196.0,0.0,
2023-07-16,22:33,51.75741,4.29385,196.0,0.0,
2023-07-16,22:36,51.75742,4.29385,196.0,0.0,
2023-07-16,22:42,51.75743,4.29386,87.8,0.0,
2023-07-16,22:45,51.75742,4.29386,87.8,0.0,
2023-07-16,22:51,51.75742,4.29386,87.8,0.0,
2023-07-16,22:57,51.75742,4.29385,87.8,0.0,
2023-07-16,23:00,51.75742,4.29385,87.8,0.0,
2023-07-16,23:06,51.75742,4.29384,87.8,0.0,
2023-07-16,23:12,51.75741,4.29385,34.7,0.0,
2023-07-16,23:18,51.75742,4.29386,34.7,0.0,
2023-07-16,23:24,51.75742,4.29386,23.6,0.0,
2023-07-16,23:27,51.75743,4.29385,23.6,0.0,
2023-07-16,23:33,51.75741,4.29385,116.2,0.0,
2023-07-16,23:39,51.75741,4.29386,116.2,0.0,
2023-07-16,23:42,51.75742,4.29385,116.2,0.0,
2023-07-16,23:48,51.75741,4.29386,165.7,0.1,
2023-07-16,23:54,51.75742,4.29385,157.9,0.0,
