Date,Time,Latitude,Longitude,Heading,Speed (kn),WindAngle,WindSpeed,WindTemperature
2023-08-09,12:02,51.6747,3.75514,148,0.1,305,12,16
2023-08-09,12:02,51.6747,3.75514,148,0.1,305,12,16
2023-08-09,12:26,51.6747,3.75514,298,0.0,305,12,16
2023-08-09,12:32,51.67469,3.755157,277,0.0,305,12,16
2023-08-09,12:35,51.6747,3.755143,277,0.1,305,12,16
2023-08-09,12:41,51.6747,3.755157,321,0.0,305,12,16
2023-08-09,12:47,51.67469,3.75515,321,0.0,305,12,16
2023-08-09,12:53,51.67469,3.755155,321,0.0,305,12,16
2023-08-09,12:56,51.67471,3.755143,337,0.0,305,12,16
2023-08-09,13:03,51.67505,3.761555,127,4.6,304,12,15
2023-08-09,13:07,51.67363,3.759632,351,1.2,304,12,15
2023-08-09,13:12,51.67518,3.766022,75,2.4,304,12,15
2023-08-09,13:19,51.67889,3.775275,64,3.1,304,12,15
2023-08-09,13:23,51.6804,3.781275,66,4.4,304,12,15
2023-08-09,13:29,51.68237,3.78966,89,3.6,304,12,15
2023-08-09,13:33,51.68237,3.795835,78,3.1,304,12,15
2023-08-09,13:37,51.68277,3.801018,77,2.9,304,12,15
2023-08-09,13:43,51.68172,3.80979,111,3.5,304,12,15
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,13:59,51.67711,3.83207,110,2.9,304,12,15
2023-08-09,14:01,51.67646,3.834565,119,3.8,310,12,16
2023-08-09,14:07,51.67386,3.842602,114,3.7,310,12,16
2023-08-09,14:13,51.66921,3.847613,162,3.3,310,12,16
2023-08-09,14:19,51.66331,3.850288,161,4.8,310,12,16
2023-08-09,14:23,51.65782,3.852152,159,4.2,310,12,16
2023-08-09,14:29,51.65183,3.855222,159,3.3,310,12,16
2023-08-09,14:33,51.64843,3.858593,138,4.1,310,12,16
2023-08-09,14:39,51.64324,3.864023,160,3.2,310,12,16
2023-08-09,14:43,51.63941,3.867947,145,3.1,310,12,16
2023-08-09,14:47,51.63698,3.870717,137,4.3,310,12,16
2023-08-09,14:53,51.63156,3.877613,143,3.5,310,12,16
2023-08-09,14:58,51.62801,3.884213,116,3.4,310,12,16
2023-08-09,15:03,51.62613,3.89117,111,4.3,314,12,16
2023-08-09,15:09,51.62337,3.900323,132,3.4,314,12,16
2023-08-09,15:13,51.6213,3.904817,110,3.3,314,12,16
2023-08-09,15:19,51.62024,3.913395,99,4.1,314,12,16
2023-08-09,15:21,51.61979,3.915833,107,3.7,314,12,16
2023-08-09,15:29,51.61635,3.928718,108,3.9,314,12,16
2023-08-09,15:34,51.61414,3.937748,110,4.7,314,12,16
2023-08-09,15:39,51.61208,3.948168,109,4.2,314,12,16
2023-08-09,15:44,51.61044,3.956373,100,4.2,314,12,16
2023-08-09,15:49,51.60798,3.965355,104,4.1,314,12,16
2023-08-09,15:55,51.60587,3.978203,105,4.8,314,12,16
2023-08-09,15:59,51.60423,3.985925,113,4.3,314,12,16
2023-08-09,16:04,51.60249,3.995063,99,5.2,321,12,16
2023-08-09,16:09,51.6022,4.007329,69,4.2,321,12,16
2023-08-09,16:14,51.60453,4.016317,58,4.7,321,12,16
2023-08-09,16:20,51.60895,4.028075,53,5.5,321,12,16
2023-08-09,16:24,51.61364,4.036992,54,5.5,321,12,16
2023-08-09,16:29,51.61856,4.04702,56,6.0,321,12,16
2023-08-09,16:35,51.62309,4.05723,52,6.2,321,12,16
2023-08-09,16:39,51.6258,4.064103,57,4.9,321,12,16
2023-08-09,16:43,51.62937,4.071022,50,4.3,321,12,16
2023-08-09,16:48,51.63496,4.079703,46,4.7,321,12,16
2023-08-09,16:53,51.63874,4.086203,38,5.6,321,12,16
2023-08-09,17:00,51.64517,4.095797,37,4.5,321,12,16
2023-08-09,17:05,51.65059,4.101335,32,6.0,316,13,16
2023-08-09,17:10,51.65648,4.106997,27,5.7,316,13,16
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,17:19,51.66273,4.105078,310,4.0,316,13,16
2023-08-09,17:23,51.66457,4.09918,292,3.3,316,13,16
2023-08-09,17:26,51.66499,4.097693,260,0.1,316,13,16
2023-08-09,17:34,51.66501,4.09773,260,0.2,316,13,16
2023-08-09,17:40,51.66501,4.097723,260,0.2,316,13,16
2023-08-09,17:46,51.665,4.09771,260,0.0,316,13,16
2023-08-09,17:49,51.66499,4.097712,260,0.1,316,13,16
2023-08-09,17:55,51.665,4.097715,329,0.1,316,13,16
2023-08-09,17:58,51.66501,4.097722,329,0.0,316,13,16
2023-08-09,18:01,51.66501,4.097727,329,0.1,316,13,16
2023-08-09,18:07,51.66502,4.097733,329,0.1,316,13,16
2023-08-09,18:10,51.66499,4.09769,329,0.1,316,13,16
2023-08-09,18:19,51.66502,4.09775,104,0.0,316,13,16
2023-08-09,18:25,51.665,4.097728,104,0.1,316,13,16
2023-08-09,18:28,51.66498,4.0977,7,0.0,316,13,16
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,18:49,51.665,4.097733,7,0.0,316,13,16
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,19:36,51.67027,4.08936,13,4.7,335,9,16
2023-08-09,19:39,51.67339,4.085347,309,4.5,335,9,16
2023-08-09,19:46,51.67868,4.074605,304,5.1,335,9,16
2023-08-09,19:48,51.68045,4.070945,306,5.1,335,9,16
2023-08-09,19:54,51.68525,4.06041,309,5.0,335,9,16
