Date,Time,Latitude,Longitude,Heading,Speed (kn),WindAngle,WindSpeed,WindTemperature
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
2023-08-10,16:03,51.7683,3.945198,254,0.0,158,1,18
