Date,Time,Latitude,Longitude,Heading,Speed (kn),Port
2023-08-03,22:38,50.11664,0.69757,47.7,0.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
2023-08-03,22:38,50.11664,0.69757,47.7,7.1,"Deauville, France"
