Date,Time,Latitude,Longitude,Heading,Speed (kn),WindAngle,WindSpeed,WindTemperature
2023-08-10,23:58,51.7684,3.944852,130,0.0,116,10,20
2023-08-11,00:01,51.76839,3.94486,130,0.0,116,10,20
2023-08-11,00:07,51.76838,3.944837,228,0.0,116,10,20
2023-08-11,00:13,51.7684,3.944838,228,0.0,116,10,20
2023-08-11,00:16,51.76839,3.944845,228,0.0,116,10,20
2023-08-11,00:22,51.76842,3.944882,78,0.0,116,10,20
2023-08-11,00:25,51.76842,3.944837,78,0.0,116,10,20
2023-08-11,00:31,51.76842,3.944862,78,0.0,116,10,20
2023-08-10,10:21,0.0,0.0,,0.0,0,0,0
2023-08-10,10:21,0.0,0.0,,0.0,0,0,0
2023-08-10,10:21,0.0,0.0,,0.0,0,0,0
2023-08-11,00:52,51.76844,3.944858,78,0.0,116,10,20
2023-08-11,00:58,51.76844,3.944855,78,0.0,116,10,20
2023-08-11,01:01,51.76844,3.944853,78,0.0,116,10,20
2023-08-11,01:07,51.76845,3.944852,78,0.1,116,10,20
2023-08-11,01:13,51.76845,3.944852,78,0.0,153,13,19
2023-08-11,01:19,51.76845,3.944857,78,0.0,153,13,19
2023-08-11,01:22,51.76846,3.944855,78,0.0,153,13,19
2023-08-11,01:25,51.76847,3.944857,78,0.0,153,13,19
2023-08-11,01:31,51.76846,3.944868,78,0.0,153,13,19
2023-08-11,01:37,51.76846,3.944867,78,0.0,153,13,19
2023-08-11,01:43,51.76846,3.944867,78,0.0,116,10,20
2023-08-11,01:49,51.76847,3.944867,45,0.0,153,13,19
2023-08-11,01:52,51.76847,3.944862,45,0.0,116,10,20
2023-08-11,01:58,51.76847,3.944855,45,0.0,153,13,19
2023-08-11,02:01,51.76847,3.944862,45,0.0,153,13,19
2023-08-11,02:09,51.76849,3.944862,338,0.6,153,13,19
2023-08-11,02:11,51.76844,3.944778,18,0.1,153,13,19
2023-08-11,02:17,51.76843,3.944798,263,0.0,153,13,19
2023-08-11,02:21,51.76845,3.944832,359,0.0,153,13,19
2023-08-11,02:25,51.7684,3.944498,36,0.1,153,13,19
2023-08-11,02:34,51.76851,3.944818,169,0.0,153,13,19
2023-08-11,02:40,51.7685,3.944883,169,0.0,153,13,19
2023-08-11,02:43,51.76849,3.944905,169,0.0,153,13,19
2023-08-11,02:49,51.76849,3.944895,169,0.0,153,13,19
2023-08-11,02:54,51.76849,3.944882,119,0.0,153,13,19
2023-08-11,02:58,51.76849,3.94488,119,0.0,153,13,19
2023-08-11,03:01,51.76848,3.944877,119,0.0,153,13,19
2023-08-11,03:07,51.76849,3.944852,119,0.0,153,13,19
2023-08-11,03:13,51.76848,3.944865,340,0.0,153,13,19
2023-08-11,03:19,51.7685,3.944867,340,0.0,153,13,19
