Date,Time,Latitude,Longitude,Heading,Speed (kn),WindAngle,WindSpeed,WindTemperature
2023-08-09,12:08,0.0,0.0,0,0.0,0,0,0
2023-08-09,12:06,51.6748,3.755103,,0.0,262,18,16
2023-08-09,12:24,51.67479,3.755112,,0.0,305,12,16
2023-08-09,12:33,51.67479,3.755098,,0.0,305,12,16
2023-08-09,12:36,51.67479,3.755098,,0.0,305,12,16
2023-08-09,12:42,51.67479,3.755092,,0.0,305,12,16
2023-08-09,12:45,51.67479,3.755098,,0.0,305,12,16
2023-08-09,12:51,51.6748,3.755098,,0.0,305,12,16
2023-08-09,12:59,51.67585,3.758383,104,3.3,305,12,16
2023-08-09,13:01,51.67569,3.761218,106,3.9,305,12,16
2023-08-09,13:09,51.67653,3.768755,62,4.7,304,12,15
2023-08-09,13:13,51.67849,3.774902,61,2.3,304,12,15
2023-08-09,13:19,51.68143,3.784643,75,4.4,304,12,15
2023-08-09,13:23,51.68232,3.791243,83,3.8,304,12,15
2023-08-09,13:30,51.68393,3.801343,76,3.2,304,12,15
2023-08-09,13:34,51.68457,3.807378,98,2.6,304,12,15
2023-08-09,13:36,51.68362,3.810237,99,3.1,304,12,15
2023-08-09,13:43,51.6804,3.818587,111,3.7,304,12,15
2023-08-09,13:49,51.67883,3.826812,117,2.7,304,12,15
2023-08-09,13:52,51.67767,3.830937,112,3.5,304,12,15
2023-08-09,13:59,51.6749,3.839468,119,3.5,304,12,15
2023-08-09,14:02,51.67348,3.843708,118,3.3,310,12,16
2023-08-09,14:07,51.66903,3.84759,163,4.3,310,12,16
2023-08-09,14:13,51.66147,3.850282,168,4.8,310,12,16
2023-08-09,14:20,51.65284,3.853925,159,4.5,310,12,16
2023-08-09,14:23,51.64869,3.85691,145,5.4,310,12,16
2023-08-09,14:29,51.64197,3.865252,133,5.3,310,12,16
2023-08-09,14:34,51.63724,3.87108,126,4.1,310,12,16
2023-08-09,14:40,51.631,3.879017,142,4.5,310,12,16
2023-08-09,14:42,51.62913,3.883155,121,5.1,310,12,16
2023-08-09,14:47,51.62667,3.89041,120,3.7,310,12,16
2023-08-09,14:53,51.62355,3.899445,115,2.4,310,12,16
2023-08-09,14:58,51.62144,3.904602,112,3.6,310,12,16
2023-08-09,15:02,51.61973,3.911217,119,5.3,314,12,16
2023-08-09,15:09,51.61641,3.924667,108,5.2,314,12,16
2023-08-09,15:14,51.61378,3.935497,103,4.6,314,12,16
2023-08-09,15:18,51.61205,3.944648,124,5.0,314,12,16
2023-08-09,15:23,51.61018,3.955152,102,5.5,314,12,16
2023-08-09,15:29,51.60861,3.967588,110,5.3,314,12,16
2023-08-09,15:33,51.60646,3.977488,104,5.1,314,12,16
2023-08-09,15:38,51.60477,3.987683,101,4.8,314,12,16
2023-08-09,15:42,51.60265,3.996992,109,5.1,314,12,16
2023-08-09,15:50,51.60463,4.014677,73,5.7,314,12,16
2023-08-09,15:54,51.60715,4.023525,57,6.3,314,12,16
2023-08-09,16:00,51.61345,4.036763,50,6.3,321,12,16
2023-08-09,16:03,51.61637,4.043515,54,6.1,321,12,16
2023-08-09,16:08,51.62114,4.053272,52,5.5,321,12,16
2023-08-09,16:14,51.62611,4.064258,56,6.1,321,12,16
2023-08-09,16:20,51.63157,4.07454,49,3.5,321,12,16
2023-08-09,16:23,51.63448,4.079174,41,5.7,321,12,16
2023-08-09,16:30,51.64149,4.090082,36,5.1,321,12,16
2023-08-09,16:36,51.6485,4.098681,28,6.4,321,12,16
2023-08-09,16:40,51.65362,4.10369,31,5.2,321,12,16
2023-08-09,16:46,51.66027,4.107175,356,3.4,321,12,16
2023-08-09,16:49,51.66282,4.104563,304,2.6,321,12,16
2023-08-09,16:53,51.66419,4.100717,295,1.9,321,12,16
2023-08-09,17:00,51.665,4.097723,218,0.3,316,13,16
2023-08-09,17:04,51.66498,4.097703,60,0.3,321,12,16
2023-08-09,17:07,51.66499,4.097713,206,0.1,316,13,16
2023-08-09,12:30,0.0,0.0,,0.0,0,0,0
2023-08-09,17:19,51.66499,4.097712,73,0.3,316,13,16
2023-08-09,17:22,51.66499,4.097697,206,0.2,316,13,16
2023-08-09,17:28,51.66497,4.097677,215,0.1,316,13,16
2023-08-09,17:34,51.66501,4.097735,215,0.0,316,13,16
2023-08-09,17:37,51.66499,4.097718,215,0.1,316,13,16
2023-08-09,17:43,51.66498,4.097692,215,0.1,316,13,16
2023-08-09,17:49,51.66498,4.097693,215,0.1,316,13,16
2023-08-09,17:55,51.66499,4.09771,215,0.1,316,13,16
2023-08-09,17:58,51.66499,4.09771,215,0.2,316,13,16
2023-08-09,18:04,51.665,4.097715,215,0.1,316,13,16
2023-08-09,18:07,51.66501,4.097735,215,0.0,316,13,16
2023-08-09,18:13,51.66498,4.097708,215,0.1,316,13,16
2023-08-09,18:19,51.66499,4.097732,215,0.0,316,13,16
2023-08-09,18:25,51.66499,4.097703,215,0.1,316,13,16
2023-08-09,18:28,51.66498,4.097693,215,0.1,316,13,16
2023-08-09,18:34,51.665,4.097717,66,0.0,316,13,16
2023-08-09,18:37,51.66501,4.097722,66,0.1,316,13,16
