DateTime,Latitude,Longitude,Heading,Speed (kn),WindAngle,WindSpeed,WindTemperature
20230807_1006,51.6045,4.10673,296.6,0.0,297,20,15
20230807_1006,51.6045,4.10673,296.6,0.0,297,20,15
20230807_1026,51.60681,4.10699,332.7,4.7,297,20,15
20230807_1059,51.60858,3.849467,319,0.3,311,21,15
20230807_1059,51.60858,3.849467,319,6.3,311,21,15
20230807_1106,51.61674,3.83901,319,5.2,311,21,15
20230807_1110,51.61329,3.83094,236,6.5,311,21,15
20230807_1116,51.60898,3.818782,325,2.6,311,21,15
20230807_1118,51.60992,3.818962,1,1.5,297,17,15
20230807_1125,51.61361,3.816337,324,5.2,297,17,15
20230807_1130,51.61443,3.81024,229,5.8,297,17,15
20230807_1136,51.60881,3.799798,224,5.2,297,17,15
20230807_1139,51.60513,3.793182,244,4.5,297,17,15
20230807_1146,51.61083,3.78005,296,6.1,297,17,15
20230807_1149,51.613,3.77419,227,5.4,297,17,15
20230807_1153,51.60817,3.767165,227,5.9,297,17,15
20230807_1158,51.60281,3.757118,221,6.0,297,17,15
20230807_1206,51.60775,3.743683,227,4.1,297,17,15
20230807_1210,51.6036,3.735795,222,6.7,297,17,15
20230807_1214,51.59986,3.726898,237,3.1,297,17,15
20230807_1220,51.59721,3.721627,206,4.6,297,17,15
20230807_1225,51.59336,3.716333,98,3.7,297,17,15
20230807_1227,51.5928,3.716783,271,0.0,297,17,15
20230807_1235,51.5928,3.716782,271,0.0,297,17,15
20230807_1241,51.59281,3.71677,271,0.0,297,17,15
20230807_1244,51.59281,3.716787,271,0.1,297,17,15
20230807_1250,51.5928,3.716782,271,0.0,297,17,15
20230807_1256,51.59281,3.716778,271,0.1,297,17,15
20230807_1259,51.59281,3.71679,271,0.0,297,17,15
20230807_1305,51.59281,3.716793,271,0.0,297,17,15
20230807_1311,51.59281,3.716785,271,0.1,297,17,15
20230807_1314,51.5928,3.7168,271,0.0,297,17,15
20230807_1320,51.59281,3.716787,271,0.0,297,17,15
20230807_1326,51.59281,3.716775,271,0.0,297,17,15
20230807_1332,51.59281,3.716785,271,0.0,297,17,15
20230807_1335,51.59281,3.716792,271,0.0,297,17,15
20230807_1341,51.5928,3.716785,271,0.0,297,17,15
20230807_1344,51.59278,3.7168,271,0.0,297,17,15
20230807_1350,51.59281,3.71679,271,0.0,297,17,15
20230807_1356,51.5928,3.716793,271,0.0,297,17,15
20230807_1359,51.5928,3.716795,271,0.0,297,17,15
20230807_1405,51.59281,3.716775,271,0.0,297,17,15
20230807_1405,51.59281,3.716775,271,0.0,297,17,15
20230807_1414,51.5928,3.716782,271,0.0,297,17,15
20230807_1420,51.59283,3.716803,312,0.0,284,14,16
20230807_1426,51.5928,3.716792,312,0.0,284,14,16
20230807_1429,51.59281,3.716783,312,0.1,284,14,16
20230807_1435,51.59281,3.71679,312,0.0,284,14,16
20230807_1441,51.59281,3.71679,312,0.0,284,14,16
20230807_1444,51.59283,3.716787,312,0.0,284,14,16
20230807_1450,51.59281,3.716788,328,0.0,284,14,16
20230807_1456,51.59281,3.716783,328,0.0,284,14,16
20230807_1459,51.59281,3.71678,328,0.0,284,14,16
20230807_1505,51.59281,3.716793,328,0.0,284,14,16
20230807_1511,51.59281,3.716798,328,0.1,284,14,16
20230807_1514,51.59281,3.716792,328,0.1,284,14,16
20230807_1520,51.59281,3.716785,328,0.0,284,14,16
20230807_1526,51.59282,3.7168,328,0.0,284,14,16
20230807_1529,51.59282,3.716778,328,0.0,284,14,16
20230807_1535,51.59281,3.716783,328,0.0,284,14,16
20230807_1541,51.59281,3.71678,328,0.0,284,14,16
20230807_1544,51.59281,3.71679,328,0.0,284,14,16
20230807_1550,51.59281,3.716778,328,0.0,284,14,16
20230807_1553,51.59281,3.716785,328,0.0,284,14,16
20230807_1559,51.59281,3.716778,328,0.0,284,14,16
20230807_1605,51.59281,3.716775,328,0.0,284,14,16
20230807_1611,51.5928,3.716787,334,0.0,284,14,16
20230807_1614,51.59281,3.716782,334,0.0,284,14,16
20230807_1617,51.59282,3.716792,334,0.1,284,14,16
20230807_1626,51.59282,3.716787,334,0.0,284,14,16
20230807_1632,51.59281,3.716783,334,0.0,284,14,16
20230807_1635,51.5928,3.71679,339,0.0,284,14,16
20230807_1641,51.59281,3.716798,339,0.0,284,14,16
20230807_1647,51.59281,3.716797,339,0.0,284,14,16
20230807_1650,51.59282,3.716795,339,0.0,284,14,16
20230807_1656,51.59282,3.716785,339,0.0,284,14,16
20230807_1702,51.59281,3.716785,76,0.0,284,14,16
20230807_1705,51.59279,3.716785,76,0.0,284,14,16
20230807_1711,51.59281,3.71678,76,0.0,284,14,16
20230807_1717,51.59282,3.716793,76,0.1,284,14,16
20230807_1720,51.59283,3.716797,76,0.0,284,14,16
20230807_1726,51.59281,3.716778,76,0.0,261,13,17
20230807_1732,51.59281,3.71678,76,0.0,261,13,17
20230807_1735,51.59281,3.716782,76,0.0,261,13,17
20230807_1741,51.59282,3.71679,76,0.0,284,14,16
20230807_1744,51.59282,3.716783,76,0.0,261,13,17
20230807_1750,51.5928,3.716773,76,0.1,261,13,17
20230807_1756,51.59282,3.716783,76,0.0,261,13,17
20230807_1802,51.59281,3.716782,76,0.0,261,13,17
20230807_1808,51.59282,3.716788,76,0.0,261,13,17
20230807_1811,51.59281,3.716773,76,0.1,261,13,17
20230807_1814,51.59281,3.716782,76,0.0,261,13,17
20230807_1820,51.59281,3.716795,76,0.0,261,13,17
20230807_1826,51.5928,3.716797,76,0.0,261,13,17
20230807_1832,51.59281,3.71678,76,0.0,261,13,17
20230807_1835,51.59282,3.716793,76,0.1,261,13,17
20230807_1841,51.59281,3.71678,76,0.0,261,13,17
20230807_1847,51.59281,3.716788,17,0.0,261,13,17
20230807_1847,51.59281,3.716788,17,0.0,261,13,17
20230807_1856,51.59281,3.716795,17,0.0,261,13,17
20230807_1902,51.59282,3.716787,17,0.0,261,13,17
20230807_1908,51.59281,3.716777,17,0.0,261,13,17
20230807_1911,51.59281,3.716798,17,0.0,261,13,17
20230807_1917,51.59282,3.7168,17,0.0,261,13,17
20230807_1917,51.59282,3.7168,17,0.0,261,13,17
20230807_1926,51.59281,3.71679,17,0.0,261,13,17
20230807_1932,51.59281,3.716785,17,0.0,261,13,17
