DateTime,Latitude,Longitude,Heading,Speed (kn),WindAngle,WindSpeed,WindTemperature
20230807_1938,51.5928,3.716793,357,0.1,261,13,17
20230807_1941,51.59281,3.716778,357,0.1,261,13,17
20230807_1947,51.59281,3.716792,357,0.0,261,13,17
20230807_1950,51.59282,3.716777,357,0.1,261,13,17
20230807_1956,51.59282,3.716778,357,0.0,261,13,17
20230807_2002,51.59281,3.716792,357,0.0,261,13,17
20230807_2002,51.59281,3.716792,357,0.0,261,13,17
20230807_2011,51.59281,3.716785,357,0.0,261,13,17
20230807_2017,51.59281,3.71679,357,0.0,261,13,17
20230807_2023,51.5928,3.716778,357,0.0,261,13,17
20230807_2026,51.59281,3.716787,357,0.0,261,13,17
20230807_2032,51.59281,3.716782,357,0.0,254,17,17
20230807_2038,51.59281,3.716783,357,0.0,254,17,17
20230807_2044,51.59282,3.716787,357,0.0,254,17,17
20230807_2047,51.59282,3.716787,357,0.0,254,17,17
20230807_2053,51.59283,3.716802,357,0.0,254,17,17
20230807_2056,51.59281,3.716793,357,0.0,254,17,17
20230807_2102,51.59281,3.71679,357,0.0,254,17,17
20230807_2108,51.59283,3.716777,357,0.0,254,17,17
20230807_2114,51.59281,3.716805,357,0.0,254,17,17
20230807_2117,51.59283,3.716792,357,0.0,254,17,17
20230807_2117,51.59283,3.716792,357,0.0,254,17,17
20230807_2126,51.59282,3.7168,357,0.1,254,17,17
20230807_2132,51.59281,3.716795,357,0.0,254,17,17
20230807_2138,51.59281,3.716795,357,0.0,254,17,17
20230807_2144,51.59281,3.716792,357,0.0,254,17,17
20230807_2147,51.59281,3.716785,357,0.0,254,17,17
20230807_2153,51.5928,3.716803,357,0.0,254,17,17
20230807_2156,51.5928,3.716788,357,0.0,254,17,17
