Date,Time,Latitude,Longitude,Heading,Speed (kn),Port
2023-07-18,00:00,51.59226,3.71701,258.5,0.0,"Bruinisse, Netherlands"
2023-07-18,00:05,51.59226,3.71704,143.9,2.1,"Bruinisse, Netherlands"
2023-07-18,00:08,51.59226,3.71704,143.9,0.0,"Bruinisse, Netherlands"
2023-07-18,00:08,51.59226,3.71704,143.9,0.0,"Bruinisse, Netherlands"
2023-07-18,00:08,51.59226,3.71704,143.9,0.0,"Bruinisse, Netherlands"
2023-07-18,00:24,51.59228,3.71709,143.9,0.0,"Bruinisse, Netherlands"
2023-07-18,00:24,51.59228,3.71709,143.9,0.0,"Bruinisse, Netherlands"
2023-07-18,00:36,51.59229,3.717,10.9,0.0,"Bruinisse, Netherlands"
2023-07-18,00:36,51.59229,3.717,10.9,0.0,"Bruinisse, Netherlands"
2023-07-18,00:45,51.59227,3.71701,10.9,0.0,"Bruinisse, Netherlands"
2023-07-18,00:48,51.59228,3.71697,0.1,0.0,"Bruinisse, Netherlands"
2023-07-18,00:54,51.59229,3.71699,4.8,0.0,"Bruinisse, Netherlands"
2023-07-18,00:57,51.59228,3.717,4.8,0.0,"Bruinisse, Netherlands"
2023-07-18,01:03,51.59227,3.71699,4.8,0.0,"Bruinisse, Netherlands"
2023-07-18,01:09,51.59223,3.71701,321.2,0.0,"Bruinisse, Netherlands"
2023-07-18,01:12,51.59223,3.71698,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,01:21,51.59226,3.71697,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,01:21,51.59226,3.71697,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,01:30,51.59226,3.71697,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,01:36,51.59227,3.71698,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,01:36,51.59227,3.71698,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,01:45,51.59227,3.71699,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,01:51,51.59227,3.71699,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,01:54,51.59227,3.71699,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,02:00,51.59227,3.71698,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,02:06,51.59227,3.71698,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,02:09,51.59227,3.71698,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,02:15,51.59228,3.71697,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,02:18,51.59228,3.71697,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,02:18,51.59228,3.71697,187.1,0.0,"Bruinisse, Netherlands"
2023-07-18,02:30,51.59221,3.717,76.0,0.0,"Bruinisse, Netherlands"
2023-07-18,02:33,51.59221,3.717,76.0,0.0,"Bruinisse, Netherlands"
2023-07-18,02:42,51.59224,3.717,76.0,0.0,"Bruinisse, Netherlands"
2023-07-18,02:45,51.59225,3.717,76.0,0.0,"Bruinisse, Netherlands"
2023-07-18,02:51,51.59225,3.717,76.0,0.0,"Bruinisse, Netherlands"
2023-07-18,02:57,51.59225,3.71699,76.0,0.0,"Bruinisse, Netherlands"
2023-07-18,03:00,51.59224,3.71699,76.0,0.0,"Bruinisse, Netherlands"
