DateTime,Latitude,Longitude,Heading,Speed (kn),WindAngle,WindSpeed,WindTemperature
20230807_1006,51.6045,4.10673,296.6,0.0,297,20,15
20230807_1006,51.6045,4.10673,296.6,0.0,297,20,15
20230807_1026,51.60681,4.10699,332.7,4.7,297,20,15
20230807_1028,51.60934,4.10525,331.8,5.0,297,20,15
20230807_1055,51.60909,3.850513,314,0.5,297,20,15
20230807_1059,51.60909,3.850513,314,5.5,297,20,15
20230807_1105,51.61573,3.841923,311,4.3,297,20,15
20230807_1108,51.61543,3.838475,239,4.4,297,20,15
20230807_1115,51.6112,3.828682,222,3.1,297,20,15
20230807_1119,51.60999,3.82393,253,2.9,297,20,15
20230807_1124,51.61201,3.816768,305,5.7,297,20,15
20230807_1130,51.61412,3.807653,235,5.3,297,20,15
20230807_1135,51.61,3.79841,228,5.2,297,20,15
20230807_1138,51.60678,3.79205,230,5.5,297,20,15
20230807_1145,51.60899,3.780178,298,5.7,297,20,15
20230807_1149,51.61254,3.772017,314,4.4,297,20,15
20230807_1153,51.61523,3.766713,310,4.5,297,17,15
20230807_1159,51.61831,3.757143,226,4.9,297,17,15
20230807_1205,51.61156,3.744695,228,6.1,297,17,15
20230807_1209,51.60752,3.737157,228,5.7,297,17,15
20230807_1215,51.60184,3.725957,226,3.5,297,17,15
20230807_1219,51.60027,3.722555,247,1.6,297,17,15
20230807_1225,51.59945,3.719037,248,2.1,297,17,15
20230807_1232,51.59972,3.716667,13,1.8,297,17,15
20230807_1234,51.60028,3.715918,288,1.8,297,17,15
20230807_1241,51.60072,3.712843,89,4.1,297,17,15
20230807_1245,51.59923,3.720148,120,4.7,297,17,15
20230807_1250,51.59433,3.71763,249,4.9,297,17,15
20230807_1254,51.59275,3.716792,247,0.1,297,17,15
20230807_1259,51.59275,3.71679,247,0.0,297,17,15
20230807_1305,51.59275,3.71679,176,0.0,297,17,15
20230807_1311,51.59274,3.716795,176,0.0,297,17,15
20230807_1314,51.59275,3.71678,176,0.0,297,17,15
20230807_1320,51.59274,3.716792,127,0.1,297,17,15
20230807_1323,51.59275,3.71679,92,0.0,297,17,15
20230807_1329,51.59275,3.716788,92,0.1,297,17,15
20230807_1335,51.59274,3.716792,92,0.0,297,17,15
20230807_1341,51.59275,3.716792,154,0.0,297,17,15
20230807_1341,51.59275,3.716792,154,0.0,297,17,15
20230807_1347,51.59275,3.71679,154,0.2,297,17,15
20230807_1347,51.59275,3.71679,154,0.2,297,17,15
20230807_1357,51.59275,3.716797,154,0.0,284,14,16
20230807_1405,51.59275,3.7168,156,0.0,284,14,16
20230807_1408,51.59275,3.7168,156,0.0,284,14,16
20230807_1415,51.59275,3.716793,156,0.0,284,14,16
20230807_1420,51.59275,3.71679,133,0.0,284,14,16
20230807_1423,51.59274,3.716802,133,0.0,284,14,16
20230807_1429,51.59275,3.716797,143,0.0,284,14,16
20230807_1435,51.59275,3.7168,143,0.0,284,14,16
20230807_1441,51.59275,3.716805,143,0.0,297,17,15
20230807_1441,51.59275,3.716805,143,0.0,284,14,16
20230807_1450,51.59275,3.716788,72,0.0,284,14,16
20230807_1453,51.59275,3.71679,81,0.0,297,17,15
20230807_1459,51.59275,3.716782,146,0.1,284,14,16
20230807_1505,51.59275,3.716788,146,0.0,284,14,16
20230807_1505,51.59275,3.716788,146,0.0,284,14,16
20230807_1505,51.59275,3.716788,146,0.0,284,14,16
20230807_1520,51.59275,3.716787,146,0.0,284,14,16
20230807_1524,51.59274,3.716785,146,0.0,284,14,16
20230807_1530,51.59275,3.716785,146,0.0,284,14,16
20230807_1535,51.59275,3.716793,146,0.0,284,14,16
20230807_1541,51.59275,3.716792,146,0.0,284,14,16
20230807_1541,51.59275,3.716792,146,0.0,284,14,16
20230807_1550,51.59274,3.716783,146,0.0,284,14,16
20230807_1553,51.59275,3.716793,222,0.0,284,14,16
20230807_1556,51.59275,3.716795,289,0.0,284,14,16
20230807_1605,51.59274,3.716785,289,0.0,284,14,16
20230807_1611,51.59274,3.716787,289,0.0,284,14,16
20230807_1614,51.59275,3.716793,289,0.0,284,14,16
20230807_1618,51.59274,3.716797,289,0.0,284,14,16
20230807_1624,51.59275,3.716782,304,0.0,284,14,16
20230807_1629,51.59275,3.71679,178,0.0,297,17,15
20230807_1636,51.59274,3.716807,178,0.0,284,14,16
20230807_1641,51.59275,3.71679,178,0.0,284,14,16
20230807_1647,51.59275,3.716797,178,0.1,284,14,16
20230807_1650,51.59274,3.716787,178,0.0,284,14,16
20230807_1657,51.59275,3.716793,178,0.0,284,14,16
20230807_1657,51.59275,3.716793,178,0.0,284,14,16
20230807_1705,51.59275,3.716785,163,0.1,284,14,16
20230807_1708,51.59274,3.716775,163,0.0,284,14,16
20230807_1717,51.59275,3.71678,31,0.0,284,14,16
20230807_1720,51.59275,3.716787,31,0.0,284,14,16
20230807_1726,51.59274,3.716787,31,0.0,261,13,17
20230807_1729,51.59275,3.716788,159,0.1,261,13,17
20230807_1735,51.59275,3.716785,99,0.0,261,13,17
20230807_1741,51.59275,3.716797,99,0.0,261,13,17
20230807_1744,51.59274,3.716797,99,0.0,261,13,17
20230807_1747,51.59275,3.716798,99,0.0,261,13,17
20230807_1756,51.59275,3.716802,41,0.0,261,13,17
20230807_1759,51.59275,3.716795,41,0.0,261,13,17
20230807_1802,51.59274,3.716795,41,0.0,261,13,17
20230807_1811,51.59275,3.716798,27,0.0,261,13,17
20230807_1814,51.59274,3.716797,27,0.0,261,13,17
20230807_1820,51.59275,3.716798,330,0.0,261,13,17
20230807_1826,51.59275,3.716798,330,0.0,261,13,17
20230807_1829,51.59275,3.716785,333,0.0,261,13,17
20230807_1835,51.59274,3.716793,22,0.1,261,13,17
20230807_1841,51.59275,3.716795,22,0.0,261,13,17
20230807_1847,51.59275,3.716795,105,0.1,261,13,17
20230807_1850,51.59275,3.716792,105,0.0,261,13,17
20230807_1856,51.59275,3.71679,105,0.1,261,13,17
20230807_1859,51.59274,3.716792,24,0.0,261,13,17
20230807_1905,51.59275,3.716795,337,0.1,261,13,17
20230807_1911,51.59275,3.716797,337,0.0,261,13,17
20230807_1917,51.59275,3.716792,337,0.0,261,13,17
20230807_1920,51.59275,3.716787,337,0.0,261,13,17
